Address,Area,Year,Rooms,Price,Elevator,Parking,Warehouse
پونک,82,1392,2,101.219,1,1,1
جنت‌آباد جنوبی,100,1386,3,74.0,1,1,1
ارم,80,1400,2,84.375,1,1,1
سازمان برنامه,162,1390,3,80.246,1,1,1
شهرک شهید باقری,82,1385,2,42.682,0,0,1
چیتگر,100,1401,2,12.0,1,1,1
هروی,120,1401,2,95.0,1,1,1
پاسداران,135,1401,2,103.703,1,1,1
شهرک ابوذر,85,1392,2,17.647,0,0,1
الهیه,295,1391,4,169.491,1,1,1
شهرک غرب,130,1400,2,133.076,1,1,1
الهیه,275,1391,3,167.272,1,1,1
شهر زیبا,78,1387,2,65.384,1,1,1
شهرک ژاندارمری,116,1401,2,79.31,1,1,1
کوی فردوس,97,1400,2,70.103,1,1,1
شهر زیبا,87,1396,2,59.77,1,1,1
جنت‌آباد شمالی,76,1399,2,89.078,1,1,1
پونک,49,1396,1,91.836,1,1,1
کامرانیه,310,1401,4,225.806,1,1,1
تهران‌سر,118,1401,2,14.0,1,1,1
پونک,90,1380,2,75.555,0,1,1
مبارک‌آباد بهشتی,60,1398,1,22.0,1,0,1
مینا,57,1380,1,43.859,0,0,1
ولنجک,245,1396,3,200.0,1,1,1
زعفرانیه,220,1387,3,160.0,1,1,1
ولنجک,160,1400,3,195.0,1,1,1
محمودیه,245,1400,3,170.0,1,1,1
گاندی,75,1400,1,102.666,1,1,0
ونک,82,1400,1,101.219,1,1,1
قلهک,90,1381,2,91.111,1,1,0
پونک,66,1394,2,95.0,1,1,1
باغ فیض,165,1394,3,72.727,1,1,1
نیاوران,250,1395,4,130.0,1,1,1
نیاوران,220,1401,3,150.0,1,1,1
چیتگر,130,1401,3,12.0,1,1,1
قیطریه,148,1401,3,127.364,1,1,1
پاسداران,178,1401,3,85.0,1,1,1
زعفرانیه,191,1399,3,170.0,1,1,1
سعادت‌آباد,200,1387,3,110.0,1,1,1
خلیج فارس,100,1401,2,14.0,1,1,1
دریاچه شهدای خلیج فارس,111,1401,2,49.099,1,1,1
سازمان برنامه,78,1388,2,78.205,1,1,1
تهرانپارس شرقی,84,1397,2,72.619,1,1,1
افسریه,103,1401,2,48.543,1,1,0
استخر,120,1398,2,57.0,1,1,1
گرگان,55,1401,1,56.363,1,0,1
الهیه,300,1375,4,80.0,0,1,1
شهران جنوبی,119,1401,2,82.016,1,1,1
خانی‌آباد نو,75,1382,2,35.0,0,0,0
پونک,80,1392,2,83.75,1,1,1
زعفرانیه,400,1400,4,300.0,1,1,1
حسین‌آباد,214,1385,4,86.448,1,1,1
قیطریه,166,1392,3,97.59,1,1,1
سهروردی,100,1384,2,80.0,1,1,1
کرمان,46,1380,1,46.086,0,0,1
اباذر,130,1401,3,116.923,1,1,1
دریاچه شهدای خلیج فارس,100,1401,2,15.2,1,1,1
پامنار,270,1397,4,77.777,1,1,0
جنت‌آباد جنوبی,93,1401,2,108.602,1,1,1
پونک,148,1395,3,78.378,1,1,1
سنایی,90,,3,55.0,1,0,0
فرمانیه,117,1389,2,119.658,1,1,1
هروی,110,1401,2,90.0,1,1,1
پونک,85,1396,2,93.176,1,1,1
پونک,71,1382,2,63.38,0,1,1
شهرک نفت (منطقه ۵),93,1386,2,83.87,1,1,1
شیرازی,190,1385,3,80.0,1,1,1
سعادت‌آباد,130,1395,3,124.615,1,1,1
دریاچه شهدای خلیج فارس,85,1401,2,32.0,1,1,1
سعادت‌آباد,118,1400,3,161.016,1,1,1
فرمانیه,120,1401,2,136.666,1,1,1
امامزاده قاسم,285,1399,3,161.403,1,1,1
گیشا (کوی نصر),183,1398,3,136.612,1,1,1
مرزداران,195,1384,3,70.0,1,1,1
صادقیه,90,1400,2,698.888,1,1,1
مرزداران,165,1401,3,140.0,1,1,1
مرزداران,69,1393,2,88.405,1,1,1
گیشا (کوی نصر),98,1371,2,81.632,0,1,1
دزاشیب,200,1395,3,140.0,1,1,1
ظفر,125,1401,3,95.0,1,1,1
سعادت‌آباد,145,1397,3,91.034,1,1,1
شهران شمالی,58,1385,1,72.068,1,1,1
شهران جنوبی,56,1382,1,55.714,0,1,1
آجودانیه,120,1401,3,25.0,1,1,1
سعادت‌آباد,102,1388,2,109.803,1,1,1
مبارک‌آباد بهشتی,110,1400,2,21.0,1,1,1
الهیه,520,1398,4,240.384,1,1,1
ولنجک,181,1391,3,179.558,1,1,1
حکیمیه,91,1388,2,53.846,1,1,1
شهرک شهید باقری,110,1401,2,20.0,1,1,1
سلسبیل,66,1389,2,45.454,0,1,1
امیرآباد,155,1401,3,100.0,1,1,1
یوسف‌آباد,116,1379,3,82.0,1,1,1
نیاوران,500,1401,4,300.0,1,1,1
لویزان,80,1400,2,77.5,1,1,1
کوی فردوس,65,1382,1,66.923,0,1,1
محمودیه,460,1397,4,260.869,1,1,1
فرمانیه,85,1395,2,123.529,1,1,1
کوی فردوس,72,1383,2,75.694,1,1,1
شهرک راه‌آهن,126,1401,2,98.809,1,1,1
پاسداران,103,1401,2,90.0,1,1,1
سازمان برنامه,110,1390,2,80.0,1,1,1
جیحون,49,1376,1,38.775,0,0,1
جنت‌آباد جنوبی,117,1401,2,71.794,1,1,1
جیحون,42,1385,1,50.0,0,1,1
هفت چنار,48,1396,1,46.875,1,1,1
جنت‌آباد جنوبی,114,1388,2,80.701,1,1,1
ایران,110,1386,2,66.363,1,1,0
تجریش,107,1400,2,120.0,1,1,1
جنت‌آباد مرکزی,110,1397,2,78.181,1,1,1
مبارک‌آباد بهشتی,75,1399,2,22.0,1,0,1
اسکندری,58,1400,1,50.862,1,1,0
جیحون,53,1383,1,45.283,0,0,1
ولنجک,160,1387,3,143.75,1,1,1
نارمک,43,1391,1,80.0,1,1,1
کوی فردوس,150,1387,3,64.0,1,1,1
کوی فردوس,108,1394,2,75.0,1,1,1
سازمان برنامه,97,1386,2,70.103,1,1,1
دریاچه شهدای خلیج فارس,108,1397,2,64.814,1,1,1
مرزداران,184,1396,3,105.978,1,1,1
فرمانیه,175,1399,3,165.714,1,1,1
هروی,195,1401,3,79.743,1,1,1
جنت‌آباد جنوبی,102,1400,2,85.686,1,1,1
پاسداران,113,1401,2,90.265,1,1,1
دریاچه شهدای خلیج فارس,106,1401,2,16.509,1,1,1
مرزداران,82,1401,2,88.414,1,1,1
شهرک امید,138,1389,2,95.289,1,1,1
شهید آوینی,118,1371,2,31.0,0,1,1
پیروزی,50,1388,1,43.0,0,1,1
مینا,116,1400,3,45.431,1,1,0
آرارات,115,1389,3,76.956,1,0,0
دریاچه شهدای خلیج فارس,120,1400,3,56.666,1,1,1
تهرانپارس غربی,110,1400,2,77.272,1,1,1
سازمان برنامه,80,1401,2,88.75,1,1,1
کامرانیه,330,1382,4,127.272,1,1,1
اباذر,225,1389,3,80.0,1,1,1
پونک,88,1400,2,86.363,1,1,1
پاسداران,106,1401,2,90.0,1,1,1
هروی,117,1401,2,90.0,1,1,1
زعفرانیه,300,1401,3,260.0,1,1,1
جماران,135,1400,2,137.037,1,1,1
اقدسیه,121,1401,2,90.0,1,1,1
دریاچه شهدای خلیج فارس,96,1397,2,66.666,1,1,1
سعادت‌آباد,130,1401,2,176.923,1,1,1
فرمانیه,166,1392,3,140.361,1,1,1
قیطریه,140,1390,3,125.714,1,1,1
شهر زیبا,118,1390,3,70.762,1,1,1
نیاوران,150,1399,3,110.0,1,1,1
شهر زیبا,63,1383,1,60.476,0,1,1
فرمانیه,167,1391,3,140.718,1,1,1
دریاچه شهدای خلیج فارس,117,1401,2,14.547,1,1,1
گمرک,51,1395,1,41.176,1,1,1
پونک,85,1392,2,98.823,1,1,1
سعادت‌آباد,235,1401,3,150.0,1,1,1
سعادت‌آباد,300,1400,4,180.0,1,1,1
جنت‌آباد جنوبی,145,1401,3,88.965,1,1,1
جنت‌آباد جنوبی,200,1401,3,87.5,1,1,1
سازمان برنامه,83,1380,2,55.421,0,0,1
شهرک غرب,150,1385,3,92.333,1,1,1
دولاب,65,1390,2,32.307,0,1,1
ولنجک,422,1400,4,267.772,1,1,1
پونک,46,1392,1,97.804,1,1,1
شهرک ولیعصر,75,1392,2,35.0,1,0,0
جنت‌آباد شمالی,99,1401,2,84.848,1,1,1
یوسف‌آباد,240,1401,4,129.166,1,1,1
یوسف‌آباد,183,1401,3,144.808,1,1,1
کوی فردوس,60,1385,1,68.333,0,1,1
اباذر,140,1391,3,85.0,1,1,1
شهرک کیانشهر,72,1389,2,37.5,1,0,1
زعفرانیه,100,1401,2,160.0,1,1,1
مرزداران,202,1401,3,133.663,1,1,1
ولنجک,128,1400,2,140.0,1,1,1
زعفرانیه,105,1400,2,190.476,1,1,1
جنت‌آباد جنوبی,90,1397,2,76.111,1,1,1
سازمان برنامه,130,1401,2,102.692,1,1,1
قاسم‌آباد,97,1382,2,40.0,0,0,1
پونک,70,1385,2,69.285,0,1,1
ظفر,155,1400,3,103.225,1,1,1
هروی,135,1401,2,103.703,1,1,1
زعفرانیه,198,1388,3,111.111,1,1,1
نارمک,118,1401,2,74.576,1,1,1
آبشار تهران,100,1400,3,17.5,1,1,1
تهرانپارس غربی,107,1380,2,68.224,0,1,1
هروی,107,1401,2,100.0,1,1,1
نیاوران,193,1400,3,168.911,1,1,1
دروس,176,1401,3,85.0,1,1,1
چیتگر,110,1401,2,64.545,1,1,1
کوی فردوس,168,1400,3,86.309,1,1,1
نیاوران,450,1398,4,300.0,1,1,1
شمس‌آباد,119,1380,2,65.546,0,1,1
شهرک نفت (منطقه ۵),115,1400,2,85.0,1,1,1
کوی فردوس,80,1388,2,76.25,1,1,1
پونک,68,1400,1,95.588,1,1,1
دریاچه شهدای خلیج فارس,102,1395,2,63.725,1,1,1
کوی فردوس,120,1386,2,69.833,1,1,1
باغ فیض,112,1388,2,72.767,1,1,1
تهرانپارس غربی,150,1398,3,80.0,1,1,1
تهرانپارس غربی,188,1398,3,87.765,1,1,1
جردن,145,1396,2,106.896,1,1,1
چیتگر,138,1401,2,64.492,1,1,1
کوی فردوس,74,1384,2,72.972,1,1,1
جنت‌آباد جنوبی,115,1397,2,70.426,1,1,1
سعادت‌آباد,183,1401,3,161.202,1,1,1
پونک,178,1401,3,110.112,1,1,1
هوانیروز,151,1395,3,69.536,1,1,1
مرزداران,152,1383,3,73.684,1,1,1
قیطریه,145,1401,3,129.655,1,1,1
نارمک,62,1390,2,61.29,1,0,1
فرمانیه,135,1389,2,151.851,1,1,1
مبارک‌آباد بهشتی,79,1398,2,20.4,1,0,1
کوی فردوس,100,1396,2,85.0,1,1,1
پاسداران,120,1401,2,100.0,1,1,1
کامرانیه,281,1401,3,179.715,1,1,1
پاسداران,118,1401,2,93.0,1,1,1
ابوذر (منطقه ۱۵),63,1380,1,34.126,0,1,1
تهرانپارس غربی,100,,2,55.0,0,1,1
نیاوران,251,1381,4,113.545,1,1,1
دهکده المپیک,100,1401,2,17.5,1,1,1
قیطریه,180,1390,1,122.222,1,1,1
تهرانپارس شرقی,110,1401,2,95.454,1,1,1
پونک,150,1398,3,126.0,1,1,1
شاهین,98,1392,2,81.632,1,1,1
مرزداران,86,1401,2,104.651,1,1,1
زعفرانیه,175,1401,3,250.0,1,1,1
نیرو هوایی,75,1381,2,38.666,0,0,1
شریف,100,1401,2,14.45,1,1,1
باغ فیض,78,1395,2,67.307,1,1,1
گیشا (کوی نصر),170,1390,3,100.0,1,1,1
سعادت‌آباد,240,1389,3,75.0,1,1,1
پاسداران,123,1401,2,85.357,1,1,1
تهرانپارس غربی,181,1382,3,69.06,1,1,1
آذربایجان,40,1379,1,48.75,0,0,1
چیذر,154,1383,3,87.012,1,1,1
جیحون,48,1393,1,48.333,1,0,1
حکیمیه,61,1389,1,53.278,1,1,1
شهرک غرب,140,1385,3,105.714,1,1,1
شبیری,51,1382,1,34.313,0,0,0
خانی‌آباد نو,48,1376,1,32.291,0,0,1
نارمک,97,1401,2,93.814,1,1,1
جنت‌آباد جنوبی,62,1392,2,83.548,1,1,1
جردن,120,1400,2,91.666,1,1,1
دریان‌نو,118,1392,2,71.991,1,1,1
نیاوران,189,1399,3,157.671,1,1,1
فرمانیه,220,1400,3,186.363,1,1,1
کامرانیه,191,1399,3,162.303,1,1,1
شهر زیبا,110,1394,2,55.454,1,1,1
چیتگر,134,1400,3,12.4,1,1,1
قیطریه,110,1401,2,135.454,1,1,1
اختیاریه,150,1400,3,99.333,1,1,1
نیاوران,250,1386,4,130.0,1,1,1
دروس,320,1399,4,184.375,1,1,1
میرداماد,220,1401,3,136.363,1,1,1
گمرک,91,1381,2,29.67,0,0,0
پاسداران,165,1395,3,127.272,1,1,1
اباذر,136,1390,3,93.382,1,1,1
سلسبیل,76,1390,2,42.763,0,1,1
نیاوران,170,1399,3,205.882,1,1,1
باغ فیض,71,1392,2,88.732,1,1,1
مرزداران,185,1399,3,108.108,1,1,1
سعادت‌آباد,143,1395,3,129.37,1,1,1
هروی,117,1401,2,90.0,1,1,1
دریاچه شهدای خلیج فارس,100,1400,2,17.5,1,1,1
مرزداران,180,1400,3,122.222,1,1,1
تهرانپارس غربی,90,1384,2,67.777,1,1,1
سعادت‌آباد,180,1400,3,138.888,1,1,1
سعادت‌آباد,200,1401,3,150.0,1,1,1
نیاوران,187,1401,3,92.0,1,1,1
شهران جنوبی,65,1398,2,76.923,1,1,1
مبارک‌آباد بهشتی,64,1398,1,21.562,0,0,1
هروی,150,1390,3,84.0,1,1,1
مرزداران,165,1400,3,93.333,1,1,1
شمشیری,106,1384,2,32.547,0,1,1
هروی,130,1398,2,80.692,1,1,1
آذری,80,1399,2,37.0,1,0,1
ظفر,277,1398,4,95.667,1,1,1
ظفر,163,1371,2,75.0,0,1,1
جنت‌آباد شمالی,115,1401,3,65.217,1,1,1
سلسبیل,70,1385,2,44.285,0,1,1
حصار بوعلی,377,1374,4,136.604,1,1,1
قیطریه,172,1389,3,96.511,1,1,1
شاهد,110,1395,2,63.636,1,1,0
جلیلی,59,1389,1,33.05,0,1,0
پونک,120,1401,3,91.5,1,1,1
اندیشه (شهر زیبا),62,1396,2,29.838,0,1,1
دهکده المپیک,3,1401,0,105.0,1,1,1
حکمت,112,1400,2,875.0,1,1,1
نیاوران,160,1393,3,105.0,1,1,1
ازگل,120,1401,3,108.333,1,1,1
دریاچه شهدای خلیج فارس,130,1401,3,17.461,1,1,1
الهیه,240,1401,3,133.333,1,1,1
سازمان آب,100,1399,2,75.0,1,1,1
شهران شمالی,120,1401,2,110.0,1,1,1
شهران جنوبی,90,1390,2,63.888,1,1,1
جی,42,1379,1,39.285,0,0,1
امیریه,50,1383,1,32.0,0,1,1
ستارخان,145,1401,3,72.413,1,1,1
یوسف‌آباد,150,1371,3,73.333,0,0,1
یوسف‌آباد,117,1401,2,95.0,1,1,1
باغ فیض,73,1385,2,80.821,1,1,1
شهرک نفت (منطقه ۵),62,1383,1,72.58,0,1,1
چیتگر,116,1397,3,51.724,1,1,1
تهرانپارس شرقی,68,1380,2,48.529,0,1,1
آذری,50,1393,1,37.0,0,1,0
سعادت‌آباد,140,1385,3,96.428,1,1,1
چیتگر,157,1400,3,105.095,1,1,1
شهرک ولیعصر,72,1385,2,34.027,0,0,1
امیرآباد,70,1385,1,70.714,0,0,1
ستارخان,92,1395,2,73.913,1,1,1
تهرانپارس غربی,117,1397,2,82.051,1,1,1
جنت‌آباد جنوبی,152,1401,3,82.565,1,1,1
شهر زیبا,90,1385,2,62.222,1,0,1
چیتگر,114,1392,2,42.105,1,1,1
اباذر,150,1401,3,103.333,1,1,1
آذری,66,1380,1,31.515,0,1,1
امامت,76,1382,2,40.789,0,0,1
جوادیه تهرانپارس,46,1392,1,53.26,1,1,0
آذربایجان,58,1384,2,48.793,0,0,1
فلاح,114,1401,2,37.28,1,1,1
گیشا (کوی نصر),172,1391,3,113.372,1,1,1
اقدسیه,117,1401,2,90.0,1,1,1
سلسبیل,62,1388,2,48.387,0,0,1
پونک,106,1401,2,96.698,1,1,1
زعفرانیه,300,1385,4,150.0,1,1,1
فرمانیه,127,1401,2,90.0,1,1,1
بریانک,56,1386,1,34.285,1,1,1
استاد معین,64,1398,1,53.125,1,1,1
اکباتان,135,,2,59.259,1,1,1
خاقانی,65,1375,2,63.076,0,1,1
الهیه,180,1394,3,227.777,1,1,1
جیحون,66,1401,2,43.181,1,0,1
خواجه نظام الملک,63,1381,2,43.65,0,0,1
پیروزی,105,1401,2,50.0,1,1,0
جنت‌آباد مرکزی,72,1383,2,64.583,0,1,1
شهران جنوبی,161,1395,3,74.534,1,1,1
تهرانپارس غربی,78,1388,2,70.512,0,1,1
مقدم,105,1375,2,29.523,0,1,1
آجودانیه,140,1391,3,114.285,1,1,1
دریاچه شهدای خلیج فارس,220,1398,3,54.545,1,1,1
پونک,70,1385,2,94.285,0,1,1
سعادت‌آباد,180,1395,3,144.444,1,1,1
فلاح,115,1401,2,36.956,1,1,1
سعادت‌آباد,230,1401,3,239.13,1,1,1
پاسداران,186,1401,3,85.0,1,1,1
کوی فردوس,66,1383,2,69.696,0,1,1
جنت‌آباد شمالی,58,1384,1,65.517,0,0,1
شهر زیبا,87,1396,2,67.816,1,1,1
جمهوری,63,1394,1,60.317,1,1,1
هروی,125,1401,3,120.0,1,1,1
دروس,228,1400,3,162.28,1,1,1
پونک,165,1401,3,115.151,1,1,1
مرزداران,95,1395,2,73.684,1,1,1
جنت‌آباد مرکزی,112,1396,2,78.571,1,1,1
ظفر,180,1385,3,78.888,1,1,1
گمرک,43,1398,1,39.534,1,0,1
فلاح,115,1401,2,40.0,1,1,1
چیتگر,120,1401,3,13.5,1,1,1
سلسبیل,60,1384,2,38.833,0,1,1
ستارخان,165,1401,3,75.757,1,1,1
شهران جنوبی,128,1393,2,66.406,1,1,1
کوی فردوس,114,1401,3,84.21,1,1,1
پونک,100,1394,2,88.0,1,1,1
کامرانیه,184,1391,3,119.565,1,1,1
ولنجک,130,1396,3,150.0,1,1,1
چیتگر,105,1401,2,17.5,1,1,1
چیتگر,105,1401,2,16.666,1,1,1
استاد معین,41,1395,1,46.341,0,0,1
کوی فردوس,71,1400,2,90.0,1,1,1
پونک,94,1397,2,88.0,1,1,1
شهرک راه‌آهن,138,1393,3,63.768,1,1,1
جردن,163,1401,3,130.061,1,1,1
جی,75,1392,2,34.666,1,0,0
جنت‌آباد مرکزی,140,1400,3,72.785,1,1,1
مبارک‌آباد بهشتی,82,1401,2,23.292,1,1,1
فرمانیه,210,1392,3,138.095,1,1,1
شادآباد,76,1392,2,31.578,1,1,0
دریاچه شهدای خلیج فارس,102,1395,2,63.235,1,1,1
دریاچه شهدای خلیج فارس,110,1390,2,50.0,1,1,1
جی,73,1371,2,28.082,0,0,0
کامرانیه,240,1388,3,1166.666,1,1,1
نیاوران,270,1398,4,151.851,1,1,1
فرمانیه,200,1396,3,135.0,1,1,1
نیاوران,270,1396,3,155.555,1,1,1
اختیاریه,166,1389,3,96.385,1,1,1
اباذر,108,1395,2,84.722,1,1,1
کرمان,63,1385,2,64.174,0,1,1
پونک,80,1400,2,95.0,1,1,1
نیاوران,175,1382,3,113.142,1,1,1
کامرانیه,227,1397,3,160.792,1,1,1
مرزداران,120,1395,3,80.0,1,1,1
سعادت‌آباد,200,1390,3,125.0,1,1,1
جردن,120,1400,2,137.5,1,1,1
شهید دستغیب,50,1400,1,53.0,1,0,1
جردن,120,1375,2,87.5,0,1,1
قیطریه,205,1385,3,102.439,1,1,1
جردن,165,1401,3,130.0,1,1,1
دریاچه شهدای خلیج فارس,130,1392,3,69.23,1,1,1
خلیج فارس,65,1388,1,36.0,1,1,1
دریاچه شهدای خلیج فارس,97,1395,2,72.164,1,1,0
کوی فردوس,142,1401,3,90.0,1,1,1
کوی فردوس,85,1388,2,69.411,1,1,1
کوی فردوس,75,1388,2,68.666,1,1,1
شهران شمالی,96,1395,2,62.5,1,1,1
جیحون,48,1387,1,40.0,0,0,1
حکیمیه,125,1397,3,60.0,1,1,1
سازمان برنامه,81,1401,2,95.061,1,1,1
دریاچه شهدای خلیج فارس,118,1401,2,50.847,1,1,1
نیاوران,275,1396,4,163.636,1,1,1
پونک,78,1401,1,110.0,1,1,1
پونک,79,1395,2,88.607,1,1,1
جنت‌آباد مرکزی,80,1401,2,90.0,1,1,1
بریانک,110,1384,2,38.181,0,1,1
یوسف‌آباد,193,1401,3,115.0,1,1,1
فرمانیه,130,1397,3,130.769,1,1,1
اباذر,73,1382,2,72.602,1,1,1
دریاچه شهدای خلیج فارس,113,1401,2,52.212,1,1,1
وردآورد,99,1401,2,14.0,1,1,1
شادمهر,170,1379,3,47.058,1,1,1
نیرو هوایی,78,1394,2,60.256,1,1,1
استاد معین,60,1401,1,63.5,1,1,1
مرزداران,105,1395,2,76.19,1,1,1
ونک,195,1391,3,83.076,1,1,1
حکیمیه,110,1400,2,58.181,1,1,1
آذربایجان,52,1384,1,59.038,0,1,1
شهران جنوبی,83,1385,2,75.0,1,1,1
کوی فردوس,85,1395,2,69.294,1,1,1
کوی فردوس,78,1401,2,84.487,1,1,1
جردن,125,1385,3,92.0,1,1,1
کوهک,107,1401,2,59.813,1,1,1
کوی فردوس,72,1384,2,79.166,1,1,1
سازمان برنامه,105,1392,2,86.666,1,1,1
جردن,120,1401,2,148.333,1,1,1
المهدی,82,1382,2,73.902,0,1,1
پونک,78,1389,2,85.769,1,1,1
جردن,185,1401,3,132.432,1,1,1
زهتابی,63,1389,1,34.92,1,0,1
نواب,40,1376,1,41.25,0,1,1
نازی‌آباد,108,1375,2,45.0,0,1,1
اختیاریه,150,1400,3,110.0,1,1,1
تهران‌سر,115,1401,2,45.391,1,1,1
هروی,182,1389,3,87.912,1,1,1
نارمک,68,1390,2,60.294,0,1,1
سازمان برنامه,77,1382,2,64.935,0,1,1
ارم,61,1396,1,77.868,1,1,1
پونک,140,1401,3,120.0,1,1,1
الهیه,160,1385,3,140.625,1,1,1
الهیه,181,1390,3,154.696,1,1,1
امیرآباد,75,1387,2,53.333,0,0,1
کوی فردوس,100,1401,2,80.0,1,1,1
جردن,192,1393,3,114.583,1,1,1
کوی فردوس,80,1392,2,75.0,1,1,1
مبارک‌آباد بهشتی,112,1400,2,23.0,1,1,1
جنت‌آباد جنوبی,66,1382,2,65.909,0,1,1
ظفر,115,1401,2,111.217,1,1,1
ستارخان,170,1401,3,90.0,1,1,1
آجودانیه,116,1385,2,120.689,1,1,1
شهران جنوبی,57,1384,2,77.192,0,1,1
باغ فیض,58,1390,1,75.0,1,1,1
هاشم‌آباد,67,1401,2,22.0,1,0,1
یوسف‌آباد,155,1401,3,96.129,1,1,1
پونک,88,1401,2,76.136,1,1,1
پونک,109,1383,3,63.302,0,1,1
جیحون,59,1401,1,51.694,1,0,1
میرداماد,160,1397,3,130.0,1,1,1
جنت‌آباد جنوبی,85,1399,2,88.235,1,1,1
ظفر,180,1398,3,106.666,1,1,1
مبارک‌آباد بهشتی,140,1400,2,17.0,1,1,1
مبارک‌آباد بهشتی,90,1401,2,19.444,1,1,1
مبارک‌آباد بهشتی,70,1401,2,19.0,1,0,1
شهر زیبا,63,1395,1,80.158,1,1,1
قیطریه,150,1397,3,116.0,1,1,1
جنت‌آباد شمالی,85,1399,2,72.941,1,1,1
شهران جنوبی,80,1390,2,68.75,1,1,1
سعادت‌آباد,400,1401,3,48.75,1,1,1
نیرو هوایی,67,1387,2,59.701,1,1,1
شهید بروجردی,100,1376,2,23.0,0,0,1
تهران‌سر,100,1401,2,57.0,1,1,1
مبارک‌آباد بهشتی,115,1400,2,21.0,1,1,1
مبارک‌آباد بهشتی,82,1398,2,22.0,1,1,1
دریاچه شهدای خلیج فارس,120,1396,2,56.666,1,1,1
نیرو هوایی,75,1381,2,58.666,0,1,1
مرزداران,217,1401,4,119.815,1,1,1
باغ فیض,93,1393,2,71.505,1,1,1
هروی,110,1401,2,95.454,1,1,1
المهدی,76,1398,2,82.894,1,1,1
دریاچه شهدای خلیج فارس,100,1401,2,17.5,1,1,1
میرداماد,105,1385,2,95.238,1,1,1
اندیشه (شهر زیبا),137,1401,3,54.89,1,1,1
اقدسیه,155,1388,3,116.129,1,1,1
شهران جنوبی,207,1400,3,110.144,1,1,1
ظفر,185,1401,3,120.0,1,1,1
نازی‌آباد,90,1386,2,47.777,1,1,0
پاسداران,105,1401,2,102.857,1,1,1
چیتگر,85,1401,2,32.941,1,1,1
زعفرانیه,250,1400,3,172.0,1,1,1
پاسداران,117,1401,2,90.0,1,1,1
نیرو هوایی,125,1400,2,70.0,1,1,1
دولاب,55,1390,2,40.0,0,1,1
مشیریه,140,1401,3,50.0,1,1,0
اقدسیه,154,1390,3,77.272,1,1,1
جنت‌آباد مرکزی,95,1399,2,75.263,1,1,1
کوی فردوس,128,1398,3,89.843,1,1,1
کوی فردوس,72,1390,2,76.388,1,1,1
کوی فردوس,124,1386,2,77.419,1,1,1
سازمان برنامه,40,1391,1,100.75,1,1,1
شهران جنوبی,42,1385,1,94.761,1,1,1
یافت‌آباد,75,1399,1,18.0,0,0,0
سعادت‌آباد,143,1385,3,90.909,1,1,1
مرزداران,210,1400,3,137.619,1,1,1
شهرک آزادی,114,1371,2,42.105,0,0,0
مرزداران,200,1396,3,120.0,1,1,1
استخر,90,1395,2,60.0,1,1,1
پونک,55,1393,1,94.545,1,1,1
نیاوران,260,1397,3,161.538,1,1,1
میدان ولیعصر,125,1371,3,44.8,0,1,1
المهدی,75,1382,2,76.0,0,1,1
پاسداران,105,1400,2,128.571,1,1,1
سازمان آب,104,1386,2,68.269,1,1,1
فرمانیه,270,1400,4,188.888,1,1,1
قیطریه,175,1389,3,94.285,1,1,1
جنت‌آباد جنوبی,110,1399,2,84.545,1,1,1
شهرک راه‌آهن,140,1393,3,82.857,1,1,1
نارمک,45,1389,1,66.222,0,1,1
باغ فیض,145,1401,2,74.827,1,1,1
پاسداران,151,1383,3,98.675,1,1,1
حکمت,106,1401,2,169.811,1,1,1
مرزداران,185,1396,3,87.567,1,1,1
وردآورد,204,1400,3,25.49,1,1,1
